sistema,region,provincia,municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado,mes,year
SIRS,REGION IV,INDEPENDENCIA,JIMANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),1,1,3500,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,JIMANI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),9,6,14797,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,JIMANI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,13,1,7032,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,JIMANI,Rehabilitacion,Terapias Rehabilitacion,34,9,14330,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,JIMANI,Hemoterapia,Derivados de la Sangre,1,1,70,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,JIMANI,Hemoterapia,Sangre Total,1,1,70,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Atencion Ambulatoria,Consulta medica nivel 2,61,51,13100,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Emergencia,Emergencia,42,31,11169,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Hospitalizacion,Hospitalizacion general y especialidades basicas,136,6,30301.38,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Partos,Atencion de partos normal,13,2,19671.33,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Cirugia,Cirugias Ginecologicas,4,2,5750,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,2,2,907,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,26,26,4625,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,180,27,16460.8,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,1,1,2053,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,7,7,1410,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),5,5,5437,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,55,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,DUVERGE,Rehabilitacion,Terapias Rehabilitacion,24,6,8550,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Atencion Ambulatoria,Consulta medica nivel 2,27,22,6100,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Emergencia,Emergencia,70,50,20200,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Hospitalizacion,Hospitalizacion general y especialidades basicas,62,10,18117.63,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Partos,Atencion de partos normal,4,1,4478,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Partos,Atencion de partos por Cesarea,9,1,9080.27,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Cirugia,Cirugia General,3,2,1358.91,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Cirugia,Cirugias Menores,3,2,850.78,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Cirugia,Cirugias Oftalmologicas,10,3,20681.21,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Cirugia,Cirugias Ortopedicas,4,1,3191.91,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,5,4,958.75,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,302,57,26276,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,3,3,525,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,4,3,654,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,12,1,1488,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,1,1,5002,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Rehabilitacion,Terapias Rehabilitacion,8,1,3000,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Hemoterapia,Derivados de la Sangre,1,1,70,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,LA DESCUBIERTA,Hemoterapia,Sangre Total,1,1,70,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Atencion Ambulatoria,Consulta medica nivel 2,12,9,2500,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Emergencia,Emergencia,20,7,4600,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Hospitalizacion,Hospitalizacion general y especialidades basicas,55,1,26301.15,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,2,2,465,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,59,6,5448,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,4,4,750,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Rehabilitacion,Terapias Rehabilitacion,4,1,1400,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,MELLA,Hemoterapia,Sangre Total,1,1,70,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Atencion Ambulatoria,Consulta medica nivel 2,35,28,7800,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Emergencia,Emergencia,81,43,19398,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Hospitalizacion,Hospitalizacion general y especialidades basicas,158,5,70126.35,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Cirugia,Cirugia General,9,2,13225.97,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Cirugia,Cirugias Dermatologicas,7,2,3243.79,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,1,1,300,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,3,3,675,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,211,46,17930,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,2,1,250,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,5,4,1302,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,1,5500,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,2,3000,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,20,2,16000,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,1,1,61,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,17,1,7344,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,POSTER RIO,Rehabilitacion,Terapias Rehabilitacion,5,1,1750,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Atencion Ambulatoria,Consulta medica nivel 2,88,67,18300,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Emergencia,Emergencia,47,23,10336,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Hospitalizacion,Hospitalizacion general y especialidades basicas,144,8,35234.24,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Partos,Atencion de partos normal,15,1,6185.1,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Partos,Atencion de partos por Cesarea,25,2,16864.21,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Cirugia,Cirugia General,8,2,8249.1,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Cirugia,Cirugias Dermatologicas,6,2,1486.21,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Cirugia,Cirugias Menores,1,1,500,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Cirugia,Cirugias Urologicas,1,1,576,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,2,2,1176,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,11,9,2353,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,359,40,32741.8,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,5,5,5575,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,10,10,2431,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Rehabilitacion,Terapias Rehabilitacion,37,6,13333,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,CRISTOBAL,Hemoterapia,Sangre Total,4,4,280,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Atencion Ambulatoria,Consulta medica nivel 2,21,14,4300,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Emergencia,Emergencia,22,17,5658,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Hospitalizacion,Hospitalizacion general y especialidades basicas,431,3,19452.16,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1,1,189,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,74,17,4897,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,1,1,125,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,3,3,552,Abril,2018
SIRS,REGION IV,INDEPENDENCIA,GUAYABAL,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),1,1,1200,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Desconocido,Desconocido,5,1,3200,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Atencion Ambulatoria,Consulta medica nivel 2,150,107,30800,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Emergencia,Emergencia,216,165,59879,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Hospitalizacion,Hospitalizacion general y especialidades basicas,516,50,143381.82,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Partos,Atencion de partos normal,11,3,10610,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Partos,Atencion de partos por Cesarea,36,5,40976.36,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Cirugia,Cirugia General,11,5,13076.53,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Cirugia,Cirugias Dermatologicas,4,2,1416.91,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Cirugia,Cirugias Ginecologicas,13,4,6755.96,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Cirugia,Cirugias Menores,3,2,5604.09,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Cirugia,Cirugias Ortopedicas,3,2,1953,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Cirugia,Neurocirugias,1,1,5002,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,4,4,2745,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,15,13,3233.8,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,919,189,69494.8,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,13,12,6875,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,30,29,5815,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),3,2,10000,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),4,4,6000,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,13,1,4393,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,68,3,40806.46,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Rehabilitacion,Terapias Rehabilitacion,37,4,12906,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Hemoterapia,Derivados de la Sangre,1,1,70,Abril,2018
SIRS,REGION IV,PEDERNALES,PEDERNALES,Hemoterapia,Sangre Total,2,2,140,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Atencion Ambulatoria,Consulta medica nivel 2,40,33,8200,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Emergencia,Emergencia,31,23,8476,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Hospitalizacion,Hospitalizacion general y especialidades basicas,45,5,17524.3,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Cirugia,Cirugia General,4,2,4124.55,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Cirugia,Cirugias Cardiovasculares,1,1,300,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Cirugia,Cirugias Ginecologicas,9,1,6197.57,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,4,3,1548,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,4,4,803,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,141,29,11452,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,6,3,13400,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,6,6,1008,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),2,2,2241,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Rehabilitacion,Terapias Rehabilitacion,8,1,2900,Abril,2018
SIRS,REGION IV,PEDERNALES,OVIEDO,Hemoterapia,Sangre Total,3,3,1890,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Atencion Ambulatoria,Consulta medica nivel 2,77,59,16100,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Emergencia,Emergencia,74,68,21446,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Hospitalizacion,Hospitalizacion general y especialidades basicas,25,6,5874.55,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Partos,Atencion de partos normal,14,2,10040.24,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Partos,Atencion de partos por Cesarea,1,1,3197.37,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Cirugia,Cirugia General,5,1,3308,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Cirugia,Cirugias Dermatologicas,3,1,821.3,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Cirugia,Cirugias Menores,1,1,500,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,2,2,664,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,6,6,1198.8,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,197,33,16218,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,1,1,125,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,7,7,1146.75,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),5,4,7836,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Rehabilitacion,Terapias Rehabilitacion,14,2,6840,Abril,2018
SIRS,REGION IV,PEDERNALES,JUANCHO (DM),Hemoterapia,Sangre Total,2,2,140,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Desconocido,Desconocido,13,4,8320,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Atencion Ambulatoria,Consulta medica nivel 2,1104,801,229200,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Emergencia,Emergencia,1380,922,375948,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Hospitalizacion,Hospitalizacion general y especialidades basicas,1065,84,322439.95,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Partos,Atencion de partos normal,20,8,24974.59,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Partos,Atencion de partos por Cesarea,24,5,37694.76,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugia General,13,10,21697.59,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugias Dermatologicas,1,1,700,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugias Ginecologicas,8,7,10937,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugias Menores,7,4,3833.32,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugias Oftalmologicas,19,4,56945.65,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugias Ortopedicas,7,3,9606.5,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Cirugias Pediatricas,1,1,350,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Cirugia,Neumologia,1,1,900,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,29,28,8925,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,533,497,101473.8,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,2790,426,213147.6,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,77,66,44854,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,87,72,20246,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),14,11,41710,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),34,29,47601,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,12,1,10571.28,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,7,3,5600,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,126,4,63347.85,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),3,1,5310,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Rehabilitacion,Aparatos y Protesis,3,3,450,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Rehabilitacion,Terapias Rehabilitacion,209,30,107690,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Hemoterapia,Derivados de la Sangre,5,5,350,Abril,2018
SIRS,REGION V,EL SEYBO,SANTA CRUZ DEL SEYBO,Hemoterapia,Sangre Total,30,27,10545,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Desconocido,Desconocido,1,1,640,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Atencion Ambulatoria,Consulta medica nivel 2,212,163,44400,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Emergencia,Emergencia,250,189,74528,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Hospitalizacion,Hospitalizacion general y especialidades basicas,420,41,117050.96,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Partos,Atencion de partos por Cesarea,20,3,21584.86,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Cirugia,Cirugia General,5,4,2422.96,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Cirugia,Cirugias Dermatologicas,2,2,4500,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Cirugia,Cirugias Ginecologicas,3,3,6747,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Cirugia,Cirugias Menores,2,2,1000,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Cirugia,Cirugias Ortopedicas,3,3,7073,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Cirugia,Cirugias Vasculares,2,1,3388.5,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,10,5,6090,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,38,32,7656.25,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,595,118,42816,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,14,13,6830,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,19,18,4304,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),2,1,6000,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),11,10,13119,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Rehabilitacion,Terapias Rehabilitacion,69,8,35987,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Hemoterapia,Derivados de la Sangre,1,1,70,Abril,2018
SIRS,REGION V,EL SEYBO,MICHES,Hemoterapia,Sangre Total,11,9,7490,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Atencion Ambulatoria,Consulta medica nivel 2,112,84,23100,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Emergencia,Emergencia,85,50,20939,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Hospitalizacion,Hospitalizacion general y especialidades basicas,243,12,63419.14,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Cirugia,Cirugia General,7,5,7882,Abril,2018
SIRS,REGION V,EL SEYBO,PEDRO SANCHEZ,Cirugia,Cirugias Dermatologicas,3,1,1119.29,Abril,2018
