,Region,time,subgrupo,cantidadServiciosTotal,poblacionTotal,valorTotal,gastoPerCapitaTotal,valorPct,gastoPerCapitaPct
10512,REGION VII,2018-07-01,Consulta medica nivel 3,41928,10799,21576556.29,5863603.364048848,0.047987268500296915,0.0834549399550058
10513,REGION VII,2018-07-01,Derivados de la Sangre,41928,10799,21576556.29,5863603.364048848,0.00032442619229484097,0.0011938051681528582
10514,REGION VII,2018-07-01,Desconocido,41928,10799,21576556.29,5863603.364048848,0.4503244108747439,0.9623269145266704
10515,REGION VII,2018-07-01,Ecografias,41928,10799,21576556.29,5863603.364048848,1.2596813242434248,0.43522604968474576
10516,REGION VII,2018-07-01,Emergencia,41928,10799,21576556.29,5863603.364048848,0.02224636747164624,0.05372123256687862
10517,REGION VII,2018-07-01,Extraccion de cuerpo extraño,41928,10799,21576556.29,5863603.364048848,0.0032535312427282624,0.011972160400618664
10518,REGION VII,2018-07-01,Hemodialisis Renal,41928,10799,21576556.29,5863603.364048848,11.814906168235431,14.45675993134253
10519,REGION VII,2018-07-01,Hospitalizacion general y especialidades basicas,41928,10799,21576556.29,5863603.364048848,8.252089657260129,3.2711015606712515
10520,REGION VII,2018-07-01,Laboratorios,41928,10799,21576556.29,5863603.364048848,7.3969264536421555,0.616190719350603
10521,REGION VII,2018-07-01,Neumologia,41928,10799,21576556.29,5863603.364048848,0.08854981185693188,0.3258405934675501
10522,REGION VII,2018-07-01,Neurocirugias,41928,10799,21576556.29,5863603.364048848,0.8040174144026949,2.87989755643017
10523,REGION VII,2018-07-01,Otros Medios Dx,41928,10799,21576556.29,5863603.364048848,2.8165500176766165,1.843590999534038
10524,REGION VII,2018-07-01,Rayos X,41928,10799,21576556.29,5863603.364048848,1.2925637726964632,0.5581772440021167
10525,REGION VII,2018-07-01,Reemplazo Articular Hombro,41928,10799,21576556.29,5863603.364048848,0.6624113601772547,2.4375038884163063
10526,REGION VII,2018-07-01,Reemplazo Articular Rodilla,41928,10799,21576556.29,5863603.364048848,0.3058875527351358,1.1255877299726949
10527,REGION VII,2018-07-01,Resonancia Nuclear Magnetica (RNM),41928,10799,21576556.29,5863603.364048848,3.2734602802549446,3.2176713053746577
10528,REGION VII,2018-07-01,Sangre Total,41928,10799,21576556.29,5863603.364048848,0.07744516676066847,0.12362894727083933
10529,REGION VII,2018-07-01,Terapias Rehabilitacion,41928,10799,21576556.29,5863603.364048848,2.3710688263868454,1.172129908597552
10530,REGION VII,2018-07-01,Tomografia Axial Computarizada (TAC),41928,10799,21576556.29,5863603.364048848,3.7821651844331456,2.784618412771667
10531,REGION VII,2018-07-01,Tratamiento a Politraumatismo (Trauma Mayor),41928,10799,21576556.29,5863603.364048848,0.029689631254867867,0.10925022724553156
10532,REGION VII,2018-07-01,Tratamiento a Quemaduras Graves (3er Grado),41928,10799,21576556.29,5863603.364048848,0.030217982482319473,0.1111944242336662
10533,REGION VII,2018-07-01,Tratamiento de la Gingivitis,41928,10799,21576556.29,5863603.364048848,0.0013116087488491428,0.004826383751246556
10534,REGION VII,2018-07-01,Tratamiento del Cancer Adultos,41928,10799,21576556.29,5863603.364048848,32.409442943594044,18.557058473678392
10535,REGION VII,2018-07-01,Tratamiento del Cancer Pediatricos,41928,10799,21576556.29,5863603.364048848,0.6354769415337502,2.229715618242674
10536,REGION VII,2017-06-01,Angiosplastia,36337,11710,17556116.61,4540521.592222322,1.383536891419634,5.349503246853119
10537,REGION VII,2017-06-01,Aparatos y Protesis,36337,11710,17556116.61,4540521.592222322,0.0025632092221561068,0.009910755644700084
10538,REGION VII,2017-06-01,Atencion de Prematuros,36337,11710,17556116.61,4540521.592222322,0.11126127966633506,0.430196390508511
10539,REGION VII,2017-06-01,Atencion de partos normal,36337,11710,17556116.61,4540521.592222322,0.7860543027003737,1.6006659188926953
10540,REGION VII,2017-06-01,Atencion de partos por Cesarea,36337,11710,17556116.61,4540521.592222322,2.106670844219233,3.1427844770568534
10541,REGION VII,2017-06-01,Atencion en Unidad de Cuidados Intensivos,36337,11710,17556116.61,4540521.592222322,1.1012357362098883,4.257974025080544
10542,REGION VII,2017-06-01,Biopsias,36337,11710,17556116.61,4540521.592222322,0.4145164993865919,0.5825591326256763
10543,REGION VII,2017-06-01,Cirugia General,36337,11710,17556116.61,4540521.592222322,1.877480694177276,2.4254079336878798
10544,REGION VII,2017-06-01,Cirugias Dermatologicas,36337,11710,17556116.61,4540521.592222322,0.25480788829187434,0.6528489124269296
10545,REGION VII,2017-06-01,Cirugias Ginecologicas,36337,11710,17556116.61,4540521.592222322,0.9322695538874072,1.1972504747416186
10546,REGION VII,2017-06-01,Cirugias Menores,36337,11710,17556116.61,4540521.592222322,0.12530356506899507,0.2901744267127555
10547,REGION VII,2017-06-01,Cirugias Oftalmologicas,36337,11710,17556116.61,4540521.592222322,1.9310343940578327,3.5508233299930043
10548,REGION VII,2017-06-01,Cirugias Ortopedicas,36337,11710,17556116.61,4540521.592222322,8.080727939525799,13.284217714102946
10549,REGION VII,2017-06-01,Cirugias Otorrinolaringologicas,36337,11710,17556116.61,4540521.592222322,0.0028480102468401184,0.01101195071633343
10550,REGION VII,2017-06-01,Cirugias Pediatricas,36337,11710,17556116.61,4540521.592222322,0.021024011642173757,0.08129022018797337
10551,REGION VII,2017-06-01,Cirugias Urologicas,36337,11710,17556116.61,4540521.592222322,0.12262791640229373,0.4121960356285781
10552,REGION VII,2017-06-01,Cirugias Vasculares,36337,11710,17556116.61,4540521.592222322,0.5112706414177777,1.9768493151481317
10553,REGION VII,2017-06-01,Columna: Cirugia Escoliosis,36337,11710,17556116.61,4540521.592222322,0.003417612296208142,0.013214340859600115
10554,REGION VII,2017-06-01,Consulta medica nivel 2,36337,11710,17556116.61,4540521.592222322,4.383315610706688,0.3335727084706621
10555,REGION VII,2017-06-01,Consulta medica nivel 3,36337,11710,17556116.61,4540521.592222322,0.7805370802899901,0.14099628925023408
10556,REGION VII,2017-06-01,Derivados de la Sangre,36337,11710,17556116.61,4540521.592222322,0.0011961643036728494,0.00462501930086004
10557,REGION VII,2017-06-01,Desconocido,36337,11710,17556116.61,4540521.592222322,0.0018625987014334372,0.005065497329513378
10558,REGION VII,2017-06-01,Ecografias,36337,11710,17556116.61,4540521.592222322,1.3107072885864135,0.4551432727206565
10559,REGION VII,2017-06-01,Emergencia,36337,11710,17556116.61,4540521.592222322,4.440936554020759,0.3389678202901836
10560,REGION VII,2017-06-01,Hemodialisis Renal,36337,11710,17556116.61,4540521.592222322,12.637644527470474,19.274578861140423
10561,REGION VII,2017-06-01,Hospitalizacion general y especialidades basicas,36337,11710,17556116.61,4540521.592222322,6.041299813398767,4.4789000255079445
10562,REGION VII,2017-06-01,Laboratorios,36337,11710,17556116.61,4540521.592222322,6.508000746299442,0.6549135269657766
10563,REGION VII,2017-06-01,Neumologia,36337,11710,17556116.61,4540521.592222322,0.0051264184443122135,0.019821511289400167
10564,REGION VII,2017-06-01,Neurocirugias,36337,11710,17556116.61,4540521.592222322,1.2291077508398938,3.1845415127566703
10565,REGION VII,2017-06-01,Otros Medios Dx,36337,11710,17556116.61,4540521.592222322,2.2919419421650793,1.5513986903375492
10566,REGION VII,2017-06-01,Rayos X,36337,11710,17556116.61,4540521.592222322,1.4701052956836107,0.5808989656728573
10567,REGION VII,2017-06-01,Reemplazo Articular Cadera,36337,11710,17556116.61,4540521.592222322,1.0167920045502592,3.931468805385201
10568,REGION VII,2017-06-01,Reemplazo Articular Rodilla,36337,11710,17556116.61,4540521.592222322,0.5622871059296296,2.1741066085688265
10569,REGION VII,2017-06-01,Resonancia Nuclear Magnetica (RNM),36337,11710,17556116.61,4540521.592222322,2.934746398907634,2.9044098671120246
10570,REGION VII,2017-06-01,Sangre Total,36337,11710,17556116.61,4540521.592222322,0.09747599870834987,0.23638253407681345
10571,REGION VII,2017-06-01,Terapias Rehabilitacion,36337,11710,17556116.61,4540521.592222322,2.7002326911520784,1.7475642737080537
10572,REGION VII,2017-06-01,Tomografia Axial Computarizada (TAC),36337,11710,17556116.61,4540521.592222322,3.5569369574835608,2.281244261670273
10573,REGION VII,2017-06-01,Tratamiento a Politraumatismo (Trauma Mayor),36337,11710,17556116.61,4540521.592222322,0.021713230121909063,0.08395511226132607
10574,REGION VII,2017-06-01,Tratamiento a Quemaduras Graves (3er Grado),36337,11710,17556116.61,4540521.592222322,0.11209198729513338,0.4334083562934512
10575,REGION VII,2017-06-01,Tratamiento de la Osteomielitis,36337,11710,17556116.61,4540521.592222322,0.0026543455500549905,0.010263138067622756
10576,REGION VII,2017-06-01,Tratamiento del Cancer Adultos,36337,11710,17556116.61,4540521.592222322,28.08602579679494,15.830249792547162
10577,REGION VII,2017-06-01,Tratamiento del Cancer Pediatricos,36337,11710,17556116.61,4540521.592222322,0.03861070275723123,0.0746449484086948
10578,REGION VII,2018-06-01,Angiosplastia,36725,11077,19933618.93,5203433.580908653,0.2257492739177191,0.864813575503386
10579,REGION VII,2018-06-01,Aparatos y Protesis,36725,11077,19933618.93,5203433.580908653,0.30250402704974355,1.1588501911745372
10580,REGION VII,2018-06-01,Aplicacion de Cariostaticos,36725,11077,19933618.93,5203433.580908653,0.0049363841230007895,0.006865658885524103
10581,REGION VII,2018-06-01,Atencion de partos normal,36725,11077,19933618.93,5203433.580908653,0.3655138600565191,0.6301406783968378
10582,REGION VII,2018-06-01,Atencion de partos por Cesarea,36725,11077,19933618.93,5203433.580908653,1.4534241424871066,1.9144700728412252
10583,REGION VII,2018-06-01,Atencion en Unidad de Cuidados Intensivos,36725,11077,19933618.93,5203433.580908653,3.002944633897444,7.569153948238847
10584,REGION VII,2018-06-01,Biopsias,36725,11077,19933618.93,5203433.580908653,0.4270036479522487,0.5163399926926102
10585,REGION VII,2018-06-01,Cirugia General,36725,11077,19933618.93,5203433.580908653,1.3065113811724705,2.815919371091112
10586,REGION VII,2018-06-01,Cirugia de Corazon Abierto para By Pass,36725,11077,19933618.93,5203433.580908653,5.719599958260063,10.955489699946408
10587,REGION VII,2018-06-01,Cirugias Cardiovasculares,36725,11077,19933618.93,5203433.580908653,0.4264152951779138,1.633536753728618
10588,REGION VII,2018-06-01,Cirugias Dermatologicas,36725,11077,19933618.93,5203433.580908653,0.16719949406597792,0.4041344945221309
10589,REGION VII,2018-06-01,Cirugias Gastricas,36725,11077,19933618.93,5203433.580908653,0.022574927391771908,0.0864813575503386
10590,REGION VII,2018-06-01,Cirugias Ginecologicas,36725,11077,19933618.93,5203433.580908653,0.3245927908385073,0.6728314382344108
10591,REGION VII,2018-06-01,Cirugias Menores,36725,11077,19933618.93,5203433.580908653,0.07411423912476688,0.15995093823951406
10592,REGION VII,2018-06-01,Cirugias Oftalmologicas,36725,11077,19933618.93,5203433.580908653,1.5016110273359178,3.4488915035853727
10593,REGION VII,2018-06-01,Cirugias Ortopedicas,36725,11077,19933618.93,5203433.580908653,1.6402360813064862,6.0764133928809825
10594,REGION VII,2018-06-01,Cirugias Otorrinolaringologicas,36725,11077,19933618.93,5203433.580908653,0.06573312174780298,0.25181430292633583
10595,REGION VII,2018-06-01,Cirugias Pediatricas,36725,11077,19933618.93,5203433.580908653,0.01033214293517148,0.039580979904433516
10596,REGION VII,2018-06-01,Cirugias Urologicas,36725,11077,19933618.93,5203433.580908653,0.1258145853398232,0.4819779018995472
10597,REGION VII,2018-06-01,Consulta medica nivel 2,36725,11077,19933618.93,5203433.580908653,3.934769711181591,0.2896486673038785
10598,REGION VII,2018-06-01,Consulta medica nivel 3,36725,11077,19933618.93,5203433.580908653,0.03265839496009669,0.08561013794835001
10599,REGION VII,2018-06-01,Derivados de la Sangre,36725,11077,19933618.93,5203433.580908653,0.001755827686026704,0.005381062247576624
10600,REGION VII,2018-06-01,Desconocido,36725,11077,19933618.93,5203433.580908653,0.37152812171271904,0.5835211089219121
10601,REGION VII,2018-06-01,Ecografias,36725,11077,19933618.93,5203433.580908653,0.7026393475858426,0.3884917180224746
10602,REGION VII,2018-06-01,Emergencia,36725,11077,19933618.93,5203433.580908653,4.868764690486636,0.2476993761587731
10603,REGION VII,2018-06-01,Hemodialisis Renal,36725,11077,19933618.93,5203433.580908653,12.825071699110687,17.969220364361576
10604,REGION VII,2018-06-01,Hospitalizacion general y especialidades basicas,36725,11077,19933618.93,5203433.580908653,6.870875051889036,2.1409298623980515
10605,REGION VII,2018-06-01,Laboratorios,36725,11077,19933618.93,5203433.580908653,5.616182409884166,0.6790986704107183
10606,REGION VII,2018-06-01,Neumologia,36725,11077,19933618.93,5203433.580908653,0.014089263017731422,0.026986988075569558
10607,REGION VII,2018-06-01,Neurocirugias,36725,11077,19933618.93,5203433.580908653,0.2779224394453697,1.0646816018419465
10608,REGION VII,2018-06-01,Otros Medios Dx,36725,11077,19933618.93,5203433.580908653,3.873877607030185,2.1538173682656114
10609,REGION VII,2018-06-01,Rayos X,36725,11077,19933618.93,5203433.580908653,0.9052871966385082,0.3908457791660244
10610,REGION VII,2018-06-01,Reemplazo Articular Rodilla,36725,11077,19933618.93,5203433.580908653,0.6606654339207838,2.530915941411954
10611,REGION VII,2018-06-01,Resonancia Nuclear Magnetica (RNM),36725,11077,19933618.93,5203433.580908653,2.5574884409611816,2.367013074389038
10612,REGION VII,2018-06-01,Sangre Total,36725,11077,19933618.93,5203433.580908653,0.14841258932404006,0.3187437177618889
10613,REGION VII,2018-06-01,Terapias Rehabilitacion,36725,11077,19933618.93,5203433.580908653,2.265007681673385,1.5723924954935533
10614,REGION VII,2018-06-01,Tomografia Axial Computarizada (TAC),36725,11077,19933618.93,5203433.580908653,3.0156039508476744,1.8431515411052581
10615,REGION VII,2018-06-01,Tratamiento a Quemaduras Graves (3er Grado),36725,11077,19933618.93,5203433.580908653,0.4159656121207891,1.5935054942225393
10616,REGION VII,2018-06-01,Tratamiento de la Osteomielitis,36725,11077,19933618.93,5203433.580908653,1.5049951594514605e-05,5.765423836689241e-05
10617,REGION VII,2018-06-01,Tratamiento del Cancer Adultos,36725,11077,19933618.93,5203433.580908653,32.43498133833342,20.077966470420492
10618,REGION VII,2018-06-01,Tratamiento del Cancer Pediatricos,36725,11077,19933618.93,5203433.580908653,0.2720795967378313,1.0422984968807676
10619,REGION VII,2018-06-01,Valvuloplastia Mitral,36725,11077,19933618.93,5203433.580908653,0.7675475313202449,2.940366156711512
10620,REGION VII,2017-03-01,Angiosplastia,39894,12468,22949448.020000003,7967294.626679925,7.295490804575786,19.403477873444857
10621,REGION VII,2017-03-01,Atencion de Prematuros,39894,12468,22949448.020000003,7967294.626679925,0.07560530425341358,0.2177778130847207
10622,REGION VII,2017-03-01,Atencion de partos normal,39894,12468,22949448.020000003,7967294.626679925,0.25046767987581425,0.4720270191514805
10623,REGION VII,2017-03-01,Atencion de partos por Cesarea,39894,12468,22949448.020000003,7967294.626679925,1.1821278218263656,1.4859688854760218
10624,REGION VII,2017-03-01,Atencion en Unidad de Cuidados Intensivos,39894,12468,22949448.020000003,7967294.626679925,2.0969290397774016,4.107018697466647
10625,REGION VII,2017-03-01,Biopsias,39894,12468,22949448.020000003,7967294.626679925,0.29320095168023125,0.2325049248074778
10626,REGION VII,2017-03-01,Cirugia General,39894,12468,22949448.020000003,7967294.626679925,2.290491734450003,2.565591778272629
10627,REGION VII,2017-03-01,Cirugia de Corazon Abierto para By Pass,39894,12468,22949448.020000003,7967294.626679925,8.873401217429368,16.005439065808204
10628,REGION VII,2017-03-01,Cirugias Dermatologicas,39894,12468,22949448.020000003,7967294.626679925,0.16327922121414054,0.2911986994385991
10629,REGION VII,2017-03-01,Cirugias Ginecologicas,39894,12468,22949448.020000003,7967294.626679925,0.7025190752278494,0.8098741371385625
10630,REGION VII,2017-03-01,Cirugias Menores,39894,12468,22949448.020000003,7967294.626679925,0.05140001619960531,0.09404531565659896
10631,REGION VII,2017-03-01,Cirugias Oftalmologicas,39894,12468,22949448.020000003,7967294.626679925,1.9741025997888029,3.5845634775068373
10632,REGION VII,2017-03-01,Cirugias Ortopedicas,39894,12468,22949448.020000003,7967294.626679925,4.697357378968454,7.566839758644959
10633,REGION VII,2017-03-01,Cirugias Otorrinolaringologicas,39894,12468,22949448.020000003,7967294.626679925,0.08690143650783981,0.12829574502957114
10634,REGION VII,2017-03-01,Cirugias Pediatricas,39894,12468,22949448.020000003,7967294.626679925,0.025305924547461073,0.07289262255411394
10635,REGION VII,2017-03-01,Cirugias Urologicas,39894,12468,22949448.020000003,7967294.626679925,0.1577101112343006,0.3270379246770482
10636,REGION VII,2017-03-01,Cirugias Vasculares,39894,12468,22949448.020000003,7967294.626679925,0.10657254143404883,0.30697760213484016
10637,REGION VII,2017-03-01,Columna: Espondiolistesis Total,39894,12468,22949448.020000003,7967294.626679925,0.8144821602554604,2.3460806805621
10638,REGION VII,2017-03-01,Consulta medica nivel 2,39894,12468,22949448.020000003,7967294.626679925,3.2848284601138733,0.1822555976147846
10639,REGION VII,2017-03-01,Consulta medica nivel 3,39894,12468,22949448.020000003,7967294.626679925,0.5722141982916414,0.07625242444388193
10640,REGION VII,2017-03-01,Derivados de la Sangre,39894,12468,22949448.020000003,7967294.626679925,0.0019608314744992282,0.002803126328295445
10641,REGION VII,2017-03-01,Desconocido,39894,12468,22949448.020000003,7967294.626679925,0.02614441965998971,0.07530787150644483
10642,REGION VII,2017-03-01,Dialisis Peritoneal,39894,12468,22949448.020000003,7967294.626679925,0.14836086676388827,0.4273470681752389
10643,REGION VII,2017-03-01,Ecografias,39894,12468,22949448.020000003,7967294.626679925,0.9177103075266031,0.21074493106606687
10644,REGION VII,2017-03-01,Emergencia,39894,12468,22949448.020000003,7967294.626679925,3.8937404037833594,0.1940715533432122
10645,REGION VII,2017-03-01,Hemodialisis Renal,39894,12468,22949448.020000003,7967294.626679925,10.554929590851222,10.623472788772386
10646,REGION VII,2017-03-01,Hospitalizacion general y especialidades basicas,39894,12468,22949448.020000003,7967294.626679925,8.724144729995992,2.9746738103640804
10647,REGION VII,2017-03-01,Laboratorios,39894,12468,22949448.020000003,7967294.626679925,5.673369785910867,0.3891138987537312
10648,REGION VII,2017-03-01,Neumologia,39894,12468,22949448.020000003,7967294.626679925,0.003629716929461905,0.010455242827478088
10649,REGION VII,2017-03-01,Neurocirugias,39894,12468,22949448.020000003,7967294.626679925,0.44079569980001626,1.2696929728348043
10650,REGION VII,2017-03-01,Otros Medios Dx,39894,12468,22949448.020000003,7967294.626679925,1.8460912856413003,0.9166917898449141
10651,REGION VII,2017-03-01,Rayos X,39894,12468,22949448.020000003,7967294.626679925,1.3427236233806377,0.3106670613263121
10652,REGION VII,2017-03-01,Reemplazo Articular Cadera,39894,12468,22949448.020000003,7967294.626679925,1.0787531350830284,3.1073018082069437
10653,REGION VII,2017-03-01,Reemplazo Articular Rodilla,39894,12468,22949448.020000003,7967294.626679925,1.43917984307145,4.145495371716077
10654,REGION VII,2017-03-01,Resonancia Nuclear Magnetica (RNM),39894,12468,22949448.020000003,7967294.626679925,1.793650982983424,1.5256658044786315
10655,REGION VII,2017-03-01,Sangre Total,39894,12468,22949448.020000003,7967294.626679925,0.09230287360959367,0.1469946895246214
10656,REGION VII,2017-03-01,Terapias Rehabilitacion,39894,12468,22949448.020000003,7967294.626679925,2.182274709019341,1.093531020429782
10657,REGION VII,2017-03-01,Tomografia Axial Computarizada (TAC),39894,12468,22949448.020000003,7967294.626679925,2.602467821794696,1.3301495700837611
10658,REGION VII,2017-03-01,Trasplante de Cornea,39894,12468,22949448.020000003,7967294.626679925,0.03259337650945384,0.0938838131447012
10659,REGION VII,2017-03-01,Tratamiento a Politraumatismo (Trauma Mayor),39894,12468,22949448.020000003,7967294.626679925,0.006584036351040742,0.018965032307706357
10660,REGION VII,2017-03-01,Tratamiento de la Osteomielitis,39894,12468,22949448.020000003,7967294.626679925,0.008296495838770068,0.023897697891378487
10661,REGION VII,2017-03-01,Tratamiento del Cancer Adultos,39894,12468,22949448.020000003,7967294.626679925,21.71030395004681,9.434192159585937
10662,REGION VII,2017-03-01,Tratamiento del Cancer Pediatricos,39894,12468,22949448.020000003,7967294.626679925,0.4856038363226829,1.3987608745735551
10663,REGION VII,2018-03-01,Angiosplastia,36608,11117,19622226.91,4929614.260106878,0.2293317685418612,0.9128503291660058
10664,REGION VII,2018-03-01,Aparatos y Protesis,36608,11117,19622226.91,4929614.260106878,0.3073045698460941,1.2232194410824475
10665,REGION VII,2018-03-01,Aplicacion de Cariostaticos,36608,11117,19622226.91,4929614.260106878,0.005014721338782032,0.007247017335434569
10666,REGION VII,2018-03-01,Atencion de partos normal,36608,11117,19622226.91,4929614.260106878,0.3713143280535023,0.6651423404872203
10667,REGION VII,2018-03-01,Atencion de partos por Cesarea,36608,11117,19622226.91,4929614.260106878,1.5812111001625353,2.0558064651587857
10668,REGION VII,2018-03-01,Atencion en Unidad de Cuidados Intensivos,36608,11117,19622226.91,4929614.260106878,1.2446312598471532,2.2442044650149717
10669,REGION VII,2018-03-01,Biopsias,36608,11117,19622226.91,4929614.260106878,0.4341876199412476,0.5417416211225663
10670,REGION VII,2018-03-01,Cirugia General,36608,11117,19622226.91,4929614.260106878,1.3272448697822141,3.0090656118960513
10671,REGION VII,2018-03-01,Cirugia de Corazon Abierto para By Pass,36608,11117,19622226.91,4929614.260106878,5.81036630158916,11.56402103534244
10672,REGION VII,2018-03-01,Cirugias Cardiovasculares,36608,11117,19622226.91,4929614.260106878,0.4331822294679601,1.7242728439802333
10673,REGION VII,2018-03-01,Cirugias Dermatologicas,36608,11117,19622226.91,4929614.260106878,0.16985284164161166,0.42658246447753656
10674,REGION VII,2018-03-01,Cirugias Gastricas,36608,11117,19622226.91,4929614.260106878,0.022933176854186117,0.09128503291660058
10675,REGION VII,2018-03-01,Cirugias Ginecologicas,36608,11117,19622226.91,4929614.260106878,0.3453491304061166,0.6888646563716546
10676,REGION VII,2018-03-01,Cirugias Menores,36608,11117,19622226.91,4929614.260106878,0.07529038405152151,0.16883553954083388
10677,REGION VII,2018-03-01,Cirugias Oftalmologicas,36608,11117,19622226.91,4929614.260106878,1.5254406208474534,3.640462908405653
10678,REGION VII,2018-03-01,Cirugias Ortopedicas,36608,11117,19622226.91,4929614.260106878,1.6662655645541105,6.413932578025787
10679,REGION VII,2018-03-01,Cirugias Otorrinolaringologicas,36608,11117,19622226.91,4929614.260106878,0.0667762637752516,0.2658015274346418
10680,REGION VII,2018-03-01,Cirugias Pediatricas,36608,11117,19622226.91,4929614.260106878,0.010496107345239135,0.04177953672089845
10681,REGION VII,2018-03-01,Cirugias Urologicas,36608,11117,19622226.91,4929614.260106878,0.12781118124375013,0.5087497454507984
10682,REGION VII,2018-03-01,Consulta medica nivel 2,36608,11117,19622226.91,4929614.260106878,4.003837095572554,0.3054825185513648
10683,REGION VII,2018-03-01,Consulta medica nivel 3,36608,11117,19622226.91,4929614.260106878,0.033176662515722585,0.09036542073314446
10684,REGION VII,2018-03-01,Derivados de la Sangre,36608,11117,19622226.91,4929614.260106878,0.0017836915331033653,0.0056799576036995906
10685,REGION VII,2018-03-01,Desconocido,36608,11117,19622226.91,4929614.260106878,0.3774240321431489,0.6159332501743257
10686,REGION VII,2018-03-01,Ecografias,36608,11117,19622226.91,4929614.260106878,0.7213577268738253,0.4111593630429895
10687,REGION VII,2018-03-01,Emergencia,36608,11117,19622226.91,4929614.260106878,4.994142634751542,0.2615912575783938
10688,REGION VII,2018-03-01,Hemodialisis Renal,36608,11117,19622226.91,4929614.260106878,13.025253870127633,18.954026570152138
10689,REGION VII,2018-03-01,Hospitalizacion general y especialidades basicas,36608,11117,19622226.91,4929614.260106878,6.8730478767050425,2.2886523237943357
10690,REGION VII,2018-03-01,Laboratorios,36608,11117,19622226.91,4929614.260106878,5.691332615417196,0.7175307526511795
10691,REGION VII,2018-03-01,Neumologia,36608,11117,19622226.91,4929614.260106878,0.014312850487773716,0.02848600166069697
10692,REGION VII,2018-03-01,Neurocirugias,36608,11117,19622226.91,4929614.260106878,0.2823328883826469,1.1238201830177048
10693,REGION VII,2018-03-01,Otros Medios Dx,36608,11117,19622226.91,4929614.260106878,3.982279909329619,2.4220326753607546
10694,REGION VII,2018-03-01,Rayos X,36608,11117,19622226.91,4929614.260106878,0.9274355088986176,0.4151814325439753
10695,REGION VII,2018-03-01,Reemplazo Articular Rodilla,36608,11117,19622226.91,4929614.260106878,0.6711497660486488,2.6714976679969427
10696,REGION VII,2018-03-01,Resonancia Nuclear Magnetica (RNM),36608,11117,19622226.91,4929614.260106878,2.59807412450313,2.4984906866645424
10697,REGION VII,2018-03-01,Sangre Total,36608,11117,19622226.91,4929614.260106878,0.15041106259432205,0.3364485895230925
10698,REGION VII,2018-03-01,Terapias Rehabilitacion,36608,11117,19622226.91,4929614.260106878,2.2968748759617728,1.6605160399722787
10699,REGION VII,2018-03-01,Tomografia Axial Computarizada (TAC),36608,11117,19622226.91,4929614.260106878,3.0571402662471816,1.9453513943624288
10700,REGION VII,2018-03-01,Tratamiento a Quemaduras Graves (3er Grado),36608,11117,19622226.91,4929614.260106878,0.4225667167152335,1.6820180165212824
10701,REGION VII,2018-03-01,Tratamiento de la Osteomielitis,36608,11117,19622226.91,4929614.260106878,1.5288784569457416e-05,6.0856688611067054e-05
10702,REGION VII,2018-03-01,Tratamiento del Cancer Adultos,36608,11117,19622226.91,4929614.260106878,33.065921160525406,21.16792497151292
10703,REGION VII,2018-03-01,Tratamiento del Cancer Pediatricos,36608,11117,19622226.91,4929614.260106878,0.27639732354924645,1.1001937907982304
10704,REGION VII,2018-03-01,Valvuloplastia Mitral,36608,11117,19622226.91,4929614.260106878,0.7797280130423282,3.10369111916442
10705,REGION VII,2019-03-01,Angiosplastia,40548,11466,20399105.73,5674385.869593727,2.0785224882502726,7.472174253640549
10706,REGION VII,2019-03-01,Aparatos y Protesis,40548,11466,20399105.73,5674385.869593727,0.001470652703950665,0.005286915745500389
10707,REGION VII,2019-03-01,Aplicacion de Cariostaticos,40548,11466,20399105.73,5674385.869593727,0.0010245547170856296,0.003683217969365271
10708,REGION VII,2019-03-01,Atencion de Prematuros,40548,11466,20399105.73,5674385.869593727,0.047508013970179085,0.08539435123658473
10709,REGION VII,2019-03-01,Atencion de partos normal,40548,11466,20399105.73,5674385.869593727,0.17029834768153826,0.41587360950873975
10710,REGION VII,2019-03-01,Atencion de partos por Cesarea,40548,11466,20399105.73,5674385.869593727,0.7731717364847444,1.2623854571442583
10711,REGION VII,2019-03-01,Atencion en Unidad de Cuidados Intensivos,40548,11466,20399105.73,5674385.869593727,0.9459777431135458,3.400738061083185
10712,REGION VII,2019-03-01,Biopsias,40548,11466,20399105.73,5674385.869593727,0.3647610389634467,0.45201515156609007
10713,REGION VII,2019-03-01,Cirugia General,40548,11466,20399105.73,5674385.869593727,3.481143533442532,8.174967348574782
10714,REGION VII,2019-03-01,Cirugia de Corazon Abierto para By Pass,40548,11466,20399105.73,5674385.869593727,5.032742236784316,12.381018248417087
10715,REGION VII,2019-03-01,Cirugias Dermatologicas,40548,11466,20399105.73,5674385.869593727,0.15480413905379567,0.2477966836084541
10716,REGION VII,2019-03-01,Cirugias Gastricas,40548,11466,20399105.73,5674385.869593727,0.011046219524643838,0.03971055285602797
10717,REGION VII,2019-03-01,Cirugias Ginecologicas,40548,11466,20399105.73,5674385.869593727,0.6387365295547198,0.7538351278371659
10718,REGION VII,2019-03-01,Cirugias Menores,40548,11466,20399105.73,5674385.869593727,0.11404058740569115,0.1803657447438644
10719,REGION VII,2019-03-01,Cirugias Oftalmologicas,40548,11466,20399105.73,5674385.869593727,2.0166441384487097,3.7225558299073462
10720,REGION VII,2019-03-01,Cirugias Ortopedicas,40548,11466,20399105.73,5674385.869593727,1.4621383601211424,3.3499149400216908
