municipio,gruposDeServicios,subgrupoDeServicios,cantidadServicios,poblacionUsuaria,valorAutorizado
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,110,15,1397245.3199999998
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Cirugia Escoliosis,39,1,260004.4
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,1,1,1770.0
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,3367,148,2170507.6799999997
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,5,5,218504.74
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,7,5,272409.29000000004
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),11,11,43478.5
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),4,4,6447.0
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,12234,466,13417179.79
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,202,16,220856.3
SAN CRISTOBAL,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,10,2,325800.0
SAN CRISTOBAL,Cirugia,Cirugia General,873,281,2614714.72
SAN CRISTOBAL,Cirugia,Cirugias Cardiovasculares,5,4,4785.0
SAN CRISTOBAL,Cirugia,Cirugias Dermatologicas,371,151,219966.1
SAN CRISTOBAL,Cirugia,Cirugias Endocrinologicas,4,3,22271.0
SAN CRISTOBAL,Cirugia,Cirugias Gastricas,11,5,23182.0
SAN CRISTOBAL,Cirugia,Cirugias Ginecologicas,590,308,1229265.42
SAN CRISTOBAL,Cirugia,Cirugias Menores,153,127,96448.18000000001
SAN CRISTOBAL,Cirugia,Cirugias Oftalmologicas,1090,248,3456774.919999999
SAN CRISTOBAL,Cirugia,Cirugias Ortopedicas,354,82,1497722.9900000002
SAN CRISTOBAL,Cirugia,Cirugias Otorrinolaringologicas,77,42,281773.25
SAN CRISTOBAL,Cirugia,Cirugias Pediatricas,27,13,26093.0
SAN CRISTOBAL,Cirugia,Cirugias Urologicas,72,40,137547.96
SAN CRISTOBAL,Cirugia,Cirugias Vasculares,1,1,2510.0
SAN CRISTOBAL,Cirugia,Neumologia,34,8,72055.0
SAN CRISTOBAL,Cirugia,Neurocirugias,49,19,1016648.1299999999
SAN CRISTOBAL,Desconocido,Desconocido,460,143,427104.92
SAN CRISTOBAL,Emergencia,Emergencia,10680,7451,2764388.75
SAN CRISTOBAL,Hemoterapia,Derivados de la Sangre,90,90,7980.0
SAN CRISTOBAL,Hemoterapia,Sangre Total,961,867,528772.0
SAN CRISTOBAL,Hospitalizacion,Hospitalizacion general y especialidades basicas,16264,1574,6286792.35
SAN CRISTOBAL,Partos,Atencion de partos normal,731,248,755942.6799999999
SAN CRISTOBAL,Partos,Atencion de partos por Cesarea,810,180,1043800.12
SAN CRISTOBAL,Prevencion y Promocion,Programa Ampliado de Inmunizacion (PAI),2,2,3828.5
SAN CRISTOBAL,Rehabilitacion,Aparatos y Protesis,314,272,230900.55000000002
SAN CRISTOBAL,Rehabilitacion,Terapias Rehabilitacion,4366,925,1680530.0
SAN CRISTOBAL,Servicios Odontologicos,Aplicacion de Cariostaticos,2,2,4420.25
SAN CRISTOBAL,Servicios Odontologicos,"Detec., control de placa Bacteriana y enseNanza higiene bucal",1,1,165.5
SAN CRISTOBAL,Servicios Odontologicos,Tratamiento de la Gingivitis,2,2,2.0
SAN CRISTOBAL,Servicios Odontologicos,Tratamiento de la Osteomielitis,3,3,44.0
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,397,255,174708.28
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,1173,1028,497934.45
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,31180,4597,2659999.4
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,928,888,1014343.5
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,1418,1204,533085.0
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),205,145,764000.0
SAN FELIPE DE PUERTO PLATA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),834,475,1367926.0
SAN FELIPE DE PUERTO PLATA,Atencion Ambulatoria,Consulta medica nivel 2,7996,5895,1699436.0
SAN FELIPE DE PUERTO PLATA,Atencion Ambulatoria,Consulta medica nivel 3,65,52,20160.0
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,57,9,2467402.44
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,413,24,1273119.6600000001
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,121,13,1526371.35
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,2,1,3540.0
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,2959,108,2939747.5200000005
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,7,3,424543.87
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,7,4,203692.82
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),12,9,42438.0
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,61.0
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4015,246,9331596.27
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,23,6,86460.0
SAN FELIPE DE PUERTO PLATA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,64,1,501674.0
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugia General,347,137,942706.57
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Cardiovasculares,4,1,140250.0
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Dermatologicas,152,61,91255.59999999999
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Gastricas,2,2,1500.0
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Ginecologicas,87,61,116812.23999999999
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Menores,108,87,48406.42
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Oftalmologicas,169,47,486233.65
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Ortopedicas,207,66,705396.52
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Otorrinolaringologicas,11,7,35020.35
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Pediatricas,2,2,3880.0
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Urologicas,34,19,67213.65
SAN FELIPE DE PUERTO PLATA,Cirugia,Cirugias Vasculares,15,4,37447.8
SAN FELIPE DE PUERTO PLATA,Cirugia,Neumologia,1,1,2053.0
SAN FELIPE DE PUERTO PLATA,Cirugia,Neurocirugias,20,6,234935.05
SAN FELIPE DE PUERTO PLATA,Desconocido,Desconocido,731,156,546924.0
SAN FELIPE DE PUERTO PLATA,Emergencia,Emergencia,10673,5617,2329236.0
SAN FELIPE DE PUERTO PLATA,Hemoterapia,Derivados de la Sangre,5,5,350.0
SAN FELIPE DE PUERTO PLATA,Hemoterapia,Sangre Total,380,375,41750.0
SAN FELIPE DE PUERTO PLATA,Hospitalizacion,Hospitalizacion general y especialidades basicas,13074,697,3931278.33
SAN FELIPE DE PUERTO PLATA,Partos,Atencion de partos normal,145,59,181143.79
SAN FELIPE DE PUERTO PLATA,Partos,Atencion de partos por Cesarea,189,61,304135.36
SAN FELIPE DE PUERTO PLATA,Rehabilitacion,Aparatos y Protesis,2,2,35075.0
SAN FELIPE DE PUERTO PLATA,Rehabilitacion,Terapias Rehabilitacion,3446,587,1270070.0
SAN FELIPE DE PUERTO PLATA,Servicios Odontologicos,"Detec., control de placa Bacteriana y ensenanza higiene bucal",1,1,33.0
SAN FELIPE DE PUERTO PLATA,Servicios Odontologicos,Extraccion  dentaria,5,1,750.0
SAN FELIPE DE PUERTO PLATA,Servicios Odontologicos,Tratamiento de la Osteomielitis,3,3,9077.0
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,33,22,13888.0
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,149,128,46304.899999999994
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,3844,545,315416.6
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,119,103,138487.0
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,126,110,44871.0
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),39,28,144733.0
SAN FERNANDO DE MONTECRISTI,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),158,75,252019.0
SAN FERNANDO DE MONTECRISTI,Atencion Ambulatoria,Consulta medica nivel 2,954,692,210314.0
SAN FERNANDO DE MONTECRISTI,Atencion Ambulatoria,Consulta medica nivel 3,14,13,4810.0
SAN FERNANDO DE MONTECRISTI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,53,10,70197.0
SAN FERNANDO DE MONTECRISTI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,50,6,854940.25
SAN FERNANDO DE MONTECRISTI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,32,4,23933.6
SAN FERNANDO DE MONTECRISTI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,815,63,2644312.23
SAN FERNANDO DE MONTECRISTI,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,1,1,153000.0
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugia General,75,24,110503.96
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Cardiovasculares,1,1,85000.0
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Dermatologicas,4,4,4303.0
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Gastricas,1,1,1585.12
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Ginecologicas,21,14,34653.85
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Menores,13,7,3566.42
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Oftalmologicas,34,7,112796.93
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Ortopedicas,27,7,93997.43
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Urologicas,5,1,530.59
SAN FERNANDO DE MONTECRISTI,Cirugia,Cirugias Vasculares,1,1,2510.0
SAN FERNANDO DE MONTECRISTI,Cirugia,Neumologia,1,1,1500.0
SAN FERNANDO DE MONTECRISTI,Desconocido,Desconocido,61,19,38257.0
SAN FERNANDO DE MONTECRISTI,Emergencia,Emergencia,500,322,121205.0
SAN FERNANDO DE MONTECRISTI,Hemoterapia,Derivados de la Sangre,1,1,70.0
SAN FERNANDO DE MONTECRISTI,Hemoterapia,Sangre Total,10,10,730.0
SAN FERNANDO DE MONTECRISTI,Hospitalizacion,Hospitalizacion general y especialidades basicas,1447,101,424529.07999999996
SAN FERNANDO DE MONTECRISTI,Partos,Atencion de partos normal,28,8,24725.6
SAN FERNANDO DE MONTECRISTI,Partos,Atencion de partos por Cesarea,37,10,47371.89
SAN FERNANDO DE MONTECRISTI,Rehabilitacion,Aparatos y Protesis,1,1,60000.0
SAN FERNANDO DE MONTECRISTI,Rehabilitacion,Terapias Rehabilitacion,767,116,275750.0
SAN FERNANDO DE MONTECRISTI,Servicios Odontologicos,Tratamiento de la Osteomielitis,1,1,1.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,4,3,1288.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,32,32,7846.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,572,81,46524.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,26,25,20362.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,35,33,8345.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),9,5,34000.0
SAN FRANCISCO DE JACAGUA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),12,5,17840.0
SAN FRANCISCO DE JACAGUA,Atencion Ambulatoria,Consulta medica nivel 2,124,98,24900.0
SAN FRANCISCO DE JACAGUA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4,4,42262.5
SAN FRANCISCO DE JACAGUA,Cirugia,Neumologia,1,1,3466.0
SAN FRANCISCO DE JACAGUA,Emergencia,Emergencia,87,48,17898.0
SAN FRANCISCO DE JACAGUA,Hospitalizacion,Hospitalizacion general y especialidades basicas,16,2,3413.2
SAN FRANCISCO DE JACAGUA,Partos,Atencion de partos por Cesarea,4,1,5475.37
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,2691,1599,992597.74
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,6697,5251,2862885.6
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,87860,12729,9675010.31
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,2580,2448,2381176.75
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,6014,5023,2013415.25
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),332,264,1246086.0
SAN FRANCISCO DE MACORIS,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),1237,846,1594997.0
SAN FRANCISCO DE MACORIS,Atencion Ambulatoria,Consulta medica nivel 2,16165,11931,3422872.0
SAN FRANCISCO DE MACORIS,Atencion Ambulatoria,Consulta medica nivel 3,6653,4975,1343168.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,14,9,2907851.47
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,12,6,6037.4
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,370,35,1295195.44
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,61,27,2090798.92
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Cirugia Escoliosis,47,2,355777.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Columna: Espondiolistesis Total,16,2,125898.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Dialisis Peritoneal,2,2,8797.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,2119,64,1399977.0399999998
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,8,8,350164.86
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Hombro,1,1,55.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Rodilla,5,5,199293.18
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante Renal,2,2,132.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante de Cornea,2,2,14960.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Politraumatismo (Trauma Mayor),30,14,34465.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento a Quemaduras Graves (3er Grado),1,1,1770.0
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,4835,452,16710326.299999999
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,103,5,100269.33
SAN FRANCISCO DE MACORIS,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Valvuloplastia Mitral,4,4,302500.0
SAN FRANCISCO DE MACORIS,Cirugia,Cirugia General,402,192,959762.9550000001
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Cardiovasculares,1,1,42500.0
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Dermatologicas,56,31,40866.11
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Gastricas,4,4,17920.34
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Ginecologicas,242,169,335305.12
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Menores,84,53,62512.87
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Oftalmologicas,460,131,1290438.42
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Ortopedicas,304,95,1483750.6
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Otorrinolaringologicas,37,27,107009.44
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Pediatricas,14,7,24252.48
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Urologicas,104,35,207119.94000000003
SAN FRANCISCO DE MACORIS,Cirugia,Cirugias Vasculares,20,3,527968.79
SAN FRANCISCO DE MACORIS,Cirugia,Neumologia,64,16,309795.83
SAN FRANCISCO DE MACORIS,Cirugia,Neurocirugias,50,20,550957.89
SAN FRANCISCO DE MACORIS,Desconocido,Desconocido,733,154,531750.5
SAN FRANCISCO DE MACORIS,Emergencia,Emergencia,8974,3654,1717179.0
SAN FRANCISCO DE MACORIS,Hemoterapia,Derivados de la Sangre,62,51,14360.0
SAN FRANCISCO DE MACORIS,Hemoterapia,Sangre Total,667,644,115340.0
SAN FRANCISCO DE MACORIS,Hospitalizacion,Hospitalizacion general y especialidades basicas,21267,1535,5951093.739999999
SAN FRANCISCO DE MACORIS,Partos,Atencion de partos normal,350,111,407653.2
SAN FRANCISCO DE MACORIS,Partos,Atencion de partos por Cesarea,655,183,944036.82
SAN FRANCISCO DE MACORIS,Rehabilitacion,Aparatos y Protesis,210,196,66835.0
SAN FRANCISCO DE MACORIS,Rehabilitacion,Terapias Rehabilitacion,6697,944,2602873.0
SAN FRANCISCO DE MACORIS,Servicios Odontologicos,Aplicacion de Cariostaticos,22,21,2232.2599999999998
SAN FRANCISCO DE MACORIS,Servicios Odontologicos,Tratamiento de la Osteomielitis,27,25,11720.8
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,430,358,186965.0
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,487,428,204686.75
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,9034,1507,812791.3999999999
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,343,251,265746.0
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,556,474,204722.75
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),63,53,195414.0
SAN GREGORIO DE YAGUATE,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),175,128,236272.0
SAN GREGORIO DE YAGUATE,Atencion Ambulatoria,Consulta medica nivel 2,3520,2748,817798.0
SAN GREGORIO DE YAGUATE,Atencion Ambulatoria,Consulta medica nivel 3,134,119,41064.0
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion de Prematuros,2,1,1923.76
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,104,8,265349.58999999997
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,9,3,480053.0
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,216,16,125976.64000000001
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Reemplazo Articular Cadera,1,1,17500.0
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Trasplante Renal,1,1,500.0
SAN GREGORIO DE YAGUATE,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,1615,79,1818830.56
SAN GREGORIO DE YAGUATE,Cirugia,Cirugia General,84,30,111037.54000000001
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Dermatologicas,42,20,37821.4
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Ginecologicas,62,38,114179.54
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Menores,8,8,4187.41
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Oftalmologicas,96,25,324482.08999999997
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Ortopedicas,16,7,38849.46
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Otorrinolaringologicas,6,5,10564.0
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Pediatricas,11,4,12885.0
SAN GREGORIO DE YAGUATE,Cirugia,Cirugias Urologicas,1,1,75.0
SAN GREGORIO DE YAGUATE,Cirugia,Hematologia,3,2,4922.0
SAN GREGORIO DE YAGUATE,Cirugia,Neumologia,6,2,1476.5
SAN GREGORIO DE YAGUATE,Cirugia,Neurocirugias,14,4,50491.5
SAN GREGORIO DE YAGUATE,Desconocido,Desconocido,11,3,8920.0
SAN GREGORIO DE YAGUATE,Emergencia,Emergencia,1545,1180,425873.0
SAN GREGORIO DE YAGUATE,Hemoterapia,Derivados de la Sangre,11,10,2430.0
SAN GREGORIO DE YAGUATE,Hemoterapia,Sangre Total,82,54,77010.0
SAN GREGORIO DE YAGUATE,Hospitalizacion,Hospitalizacion general y especialidades basicas,2853,161,1706636.49
SAN GREGORIO DE YAGUATE,Partos,Atencion de partos normal,94,30,92548.21
SAN GREGORIO DE YAGUATE,Partos,Atencion de partos por Cesarea,77,16,66741.48000000001
SAN GREGORIO DE YAGUATE,Rehabilitacion,Aparatos y Protesis,30,25,11620.619999999999
SAN GREGORIO DE YAGUATE,Rehabilitacion,Terapias Rehabilitacion,241,59,99491.0
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Biopsias,71,46,38765.0
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Ecografias,216,191,63080.15
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Laboratorios,5668,943,464545.0
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Otros Medios Dx,176,154,315360.0
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Rayos X,198,180,74201.75
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Resonancia Nuclear Magnetica (RNM),70,61,265900.0
SAN IGNACIO DE SABANETA,Apoyo Diagnostico (Dx) en Internamiento y Ambulatorio,Tomografia Axial Computarizada (TAC),206,100,332028.0
SAN IGNACIO DE SABANETA,Atencion Ambulatoria,Consulta medica nivel 2,2023,1569,421212.0
SAN IGNACIO DE SABANETA,Atencion Ambulatoria,Consulta medica nivel 3,26,22,7942.0
SAN IGNACIO DE SABANETA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Angiosplastia,20,5,949873.76
SAN IGNACIO DE SABANETA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Atencion en Unidad de Cuidados Intensivos,64,8,51854.67
SAN IGNACIO DE SABANETA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Cirugia de Corazon Abierto para By Pass,8,3,275173.68
SAN IGNACIO DE SABANETA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Hemodialisis Renal,1751,28,1355485.6
SAN IGNACIO DE SABANETA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Adultos,919,70,3129179.83
SAN IGNACIO DE SABANETA,Atenciones de Alto Costo y de Maximo Nivel de Complejidad,Tratamiento del Cancer Pediatricos,52,4,54789.96
SAN IGNACIO DE SABANETA,Cirugia,Cirugia General,54,23,187346.68
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Dermatologicas,14,7,8232.71
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Gastricas,3,3,9200.0
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Ginecologicas,15,10,22316.1
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Menores,14,8,4199.16
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Oftalmologicas,94,26,282138.35
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Ortopedicas,22,8,51093.64
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Otorrinolaringologicas,1,1,9602.99
SAN IGNACIO DE SABANETA,Cirugia,Cirugias Urologicas,2,2,17623.7
